timestamp,cpu_times.user,cpu_times.system,cpu_times.idle,cpu_times.interrupt,cpu_times.dpc,cpu_stats.ctx_switches,cpu_stats.interrupts,cpu_stats.soft_interrupts,cpu_stats.syscalls,cpu_load.load_1m,cpu_load.load_5m,cpu_load.load_15m,swap.total,swap.used,swap.free,swap.percent,swap.sin,swap.sout,virtual.total,virtual.available,virtual.percent,virtual.used,virtual.free,disk.total,disk.used,disk.free,disk.percent,disk_io.read_count,disk_io.write_count,disk_io.read_bytes,disk_io.write_bytes,disk_io.read_time,disk_io.write_time,net_io.bytes_sent,net_io.bytes_recv,net_io.packets_sent,net_io.packets_recv,net_io.errin,net_io.errout,net_io.dropin,net_io.dropout,analysis.possible_anomaly,analysis.prediction_result,analysis.used_model
2024-09-01 19:48:53,14993.968749999998,11294.250000000233,1181856.8749999998,297.28125,311.84375,705855652,415088504,0,2163424037,0.0,0.0,0.0,13421772800,1388847104,12032925696,10.3,0,0,16839766016,3999379456,76.3,12840386560,3999379456,509722226688,215868674048,293853552640,42.4,1163131,2886728,47971788800,325829165056,627,743,433801886,804748659,609572,999828,0,29,0,0,,,
2024-09-01 19:48:54,14994.046874999998,11294.328125000233,1181868.7187499998,297.28125,311.84375,705911329,415119567,0,2163693445,0.0,0.0,0.0,13421772800,1388847104,12032925696,10.3,0,0,16839766016,3996983296,76.3,12842782720,3996983296,509722226688,215871037440,293851189248,42.4,1163140,2886805,47972128768,325830135808,627,743,433802232,804748951,609577,999832,0,29,0,0,,,
2024-09-01 19:48:55,14994.218749999998,11294.406250000233,1181880.4374999998,297.28125,311.84375,705947514,415140956,0,2163850313,0.0,0.0,0.0,13421772800,1388847104,12032925696,10.3,0,0,16839766016,3999444992,76.2,12840321024,3999444992,509722226688,215871049728,293851176960,42.4,1163149,2886832,47972583424,325832036352,627,743,433802232,804748951,609577,999832,0,29,0,0,,,
2024-09-01 19:48:56,14994.343749999998,11294.531250000233,1181892.2187499998,297.28125,311.84375,706003570,415172361,0,2164114425,0.0,0.0,0.0,13421772800,1388847104,12032925696,10.3,0,0,16839766016,3998437376,76.3,12841328640,3998437376,509722226688,215871156224,293851070464,42.4,1163156,2886864,47972759552,325832486912,627,743,433802532,804749268,609580,999834,0,29,0,0,,,
2024-09-01 19:49:02,15003.249999999998,11295.640625000233,1181954.2031249998,297.328125,312.015625,706224603,415290810,0,2165048087,0.0,0.0,0.0,13421772800,1388847104,12032925696,10.3,0,0,16839766016,3993137152,76.3,12846628864,3993137152,509722226688,215871180800,293851045888,42.4,1163183,2887019,47974263808,325848776704,627,743,433803723,804750717,609592,999842,0,29,0,0,,,
2024-09-01 19:49:02,15003.249999999998,11295.640625000233,1181954.4531249998,297.328125,312.015625,706225285,415291241,0,2165051591,0.0,0.0,0.0,13421772800,1388847104,12032925696,10.3,0,0,16839766016,3993120768,76.3,12846645248,3993120768,509722226688,215871180800,293851045888,42.4,1163183,2887019,47974263808,325848776704,627,743,433803723,804750717,609592,999842,0,29,0,0,,,
2024-09-01 19:49:03,15003.265624999998,11295.703125000233,1181966.4531249998,297.328125,312.03125,706241718,415302255,0,2165102047,0.0,0.0,0.0,13421772800,1388847104,12032925696,10.3,0,0,16839766016,3993862144,76.3,12845903872,3993862144,509722226688,215871180800,293851045888,42.4,1163243,2887037,47977737216,325848899584,627,743,433803723,804750717,609592,999842,0,29,0,0,,,
2024-09-01 19:49:04,15003.312499999998,11295.750000000233,1181978.3906249998,297.328125,312.03125,706259184,415313642,0,2165152209,0.0,0.0,0.0,13421772800,1388847104,12032925696,10.3,0,0,16839766016,3993534464,76.3,12846231552,3993534464,509722226688,215871197184,293851029504,42.4,1163248,2887037,47978032128,325848899584,627,743,433808733,804756876,609601,999853,0,29,0,0,,,
2024-09-01 19:49:05,15003.390624999998,11295.750000000233,1181990.3281249998,297.328125,312.03125,706276168,415325175,0,2165186639,0.0,0.0,0.0,13421772800,1388847104,12032925696,10.3,0,0,16839766016,3993767936,76.3,12845998080,3993767936,509722226688,215871205376,293851021312,42.4,1163255,2887082,47978226688,325849477120,627,743,433809528,804768205,609609,999869,0,29,0,0,,,
2024-09-01 19:49:10,15004.343749999998,11298.984375000233,1182049.8906249998,297.34375,312.0625,706413703,415412603,0,2165393288,0.0,0.0,0.0,13421772800,1388847104,12032925696,10.3,0,0,16839766016,3987386368,76.3,12852379648,3987386368,509722226688,215871279104,293850947584,42.4,1163259,2891211,47978423296,326926614528,627,744,433809948,804768915,609615,999875,0,29,0,0,,,
